fetchedAtUTC,LastUpdatedTime,location_address,location_name,location_longtitude,location_latitude,location_postalCode,location_locationId,location_status,location_status_desc,cp_status,cp_status_desc,cp_operatingHours,cp_operator,cp_position,cp_name,cp_id,plug_plugType,plug_powerRating,plug_chargingSpeed,plug_current,plug_price,plug_priceType,ev_id,evCpId,ev_status,ev_status_desc
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,709A WOODLANDS DRIVE 70 SINGAPORE 731709,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,103.797998,1.441096,731709,,,Unknown/Not Provided,0,Occupied,,SHELL SINGAPORE PTE. LTD.,L3A 139,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,,Type 2,7,,AC,0.6700,kWh,,R123145Z-001,0,Occupied
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,709A WOODLANDS DRIVE 70 SINGAPORE 731709,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,103.797998,1.441096,731709,,,Unknown/Not Provided,0,Occupied,,SHELL SINGAPORE PTE. LTD.,L3A 140,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,,Type 2,7,,AC,0.6700,kWh,,R123143B-001,0,Occupied
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,709A WOODLANDS DRIVE 70 SINGAPORE 731709,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,103.797998,1.441096,731709,,,Unknown/Not Provided,1,Available,,SHELL SINGAPORE PTE. LTD.,L3A 138,BLK 709A WOODLANDS DRIVE 70 ADMIRALTY CLOVER,,Type 2,7,,AC,0.6700,kWh,,R123147G-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,49 BEACH ROAD SINGAPORE 189685,GE HOUSE,103.856027,1.296581,189685,,,Unknown/Not Provided,1,Available,,VOLT SINGAPORE PTE. LTD.,B2 19,GE HOUSE,,Type 2,11,,AC,0.6450,kWh,,R105147B-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,49 BEACH ROAD SINGAPORE 189685,GE HOUSE,103.856027,1.296581,189685,,,Unknown/Not Provided,1,Available,,VOLT SINGAPORE PTE. LTD.,B2 20,GE HOUSE,,Combo 2,30,,DC,0.7250,kWh,,R105148F-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 237,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118367F-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 229,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118357R-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 232,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118359H-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 236,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118366B-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,0,Occupied,,STRIDES YTL PTE. LTD.,L1 225,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118349B-001,0,Occupied
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 227,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118353F-001,1,Available
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,0,Occupied,,STRIDES YTL PTE. LTD.,L1 233,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118361D-001,0,Occupied
2026-02-17T03:44:42+00:00,2026-02-17 11:40:00,910 TAMPINES STREET 91 SINGAPORE 520910,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",103.940536,1.350321,520910,,,Unknown/Not Provided,1,Available,,STRIDES YTL PTE. LTD.,L1 226,"BLK 902-916, 942-946 TAMPINES STREET 91 TAMPINES PALMSVILLE",,Type 2,7.4,,AC,0.6781,kWh,,R118351K-001,1,Available
